t,bssid,rssi
1727595871507,c8:a6:08:9a:bb:c4,-83
1727595871507,c8:a6:08:9a:bb:c1,-83
1727595871507,c8:a6:08:9a:bb:c0,-83
1727595871507,c8:a6:08:5a:bb:c0,-83
1727595871507,c8:a6:08:9b:16:04,-63
1727595871507,c8:a6:08:5b:16:04,-66
1727595871507,c8:a6:08:9b:16:01,-61
1727595871507,c8:a6:08:5b:16:01,-66
1727595871507,c8:a6:08:9b:16:00,-61
1727595871507,c8:a6:08:5b:16:00,-66
1727595871508,80:ea:96:f2:cc:77,-88
1727595871508,c8:a6:08:9a:bc:10,-76
1727595871508,c8:a6:08:5a:bb:81,-86
1727595871508,c8:a6:08:9a:bc:11,-76
1727595871508,c8:a6:08:5a:bb:80,-85
1727595871508,c8:a6:08:9a:bc:14,-76
1727595871508,c8:a6:08:5a:bc:11,-78
1727595871508,c8:a6:08:9a:bb:80,-82
1727595871508,c8:a6:08:5a:bc:10,-78
1727595871508,c8:a6:08:9a:bb:81,-82
1727595871508,60:84:bd:de:7c:67,-60
1727595871508,c8:a6:08:9a:bb:84,-82
1727595871508,c8:a6:08:5a:bb:84,-87
1727595871508,c0:25:a2:a7:2e:2b,-55
1727595871508,c0:25:a2:a7:2e:2a,-56
1727595871508,c8:a6:08:5a:fd:84,-93
1727595871508,d0:40:ef:f9:f0:9d,-95
1727595871508,60:84:bd:de:7c:60,-64
1727595871508,c8:a6:08:5a:fd:80,-92
1727595871508,c8:a6:08:5a:fd:81,-92
1727595871508,c8:a6:08:9a:b7:01,-91
1727595871508,c8:a6:08:9b:16:24,-54
1727595871508,c8:a6:08:5b:15:50,-92
1727595871508,c8:a6:08:9a:b7:00,-90
1727595871508,c8:a6:08:5b:15:51,-90
1727595871508,c0:25:a2:a9:b1:4f,-49
1727595871508,c8:a6:08:5b:16:24,-62
1727595871508,c8:a6:08:9b:15:51,-80
1727595871508,c8:a6:08:9b:15:50,-80
1727595871508,c8:a6:08:9b:16:21,-53
1727595871508,c8:a6:08:5b:16:21,-61
1727595871508,c8:a6:08:9b:16:20,-53
1727595871508,c8:a6:08:5b:16:20,-61
1727595871508,c8:a6:08:9b:15:54,-80
1727595871508,c8:a6:08:9a:b7:04,-90
1727595871508,c0:25:a2:a7:2e:1a,-72
1727595871508,c8:a6:08:5a:bc:14,-78
1727595871522,c8:a6:08:9a:fe:71,-86
1727595871522,c8:a6:08:9a:fe:70,-86
1727595871522,c8:a6:08:9a:fe:74,-86
1727595871522,84:af:ec:86:f0:70,-83
1727595871522,c8:a6:08:9a:bb:c4,-83
1727595871522,c8:a6:08:9a:bb:c1,-83
1727595871522,c8:a6:08:9a:bb:c0,-83
1727595871522,c8:a6:08:5a:bb:c0,-83
1727595871522,c8:a6:08:9b:16:04,-63
1727595871522,c8:a6:08:5b:16:04,-66
1727595871522,c8:a6:08:9b:16:01,-61
1727595871522,c8:a6:08:5b:16:01,-66
1727595871522,c8:a6:08:9b:16:00,-61
1727595871522,c8:a6:08:5b:16:00,-66
1727595871522,80:ea:96:f2:cc:77,-88
1727595871522,c8:a6:08:9a:bc:10,-76
1727595871523,c8:a6:08:5a:bb:81,-86
1727595871523,c8:a6:08:9a:bc:11,-76
1727595871523,c8:a6:08:5a:bb:80,-85
1727595871523,c8:a6:08:9a:bc:14,-76
1727595871523,c8:a6:08:5a:bc:11,-78
1727595871523,c8:a6:08:9a:bb:80,-82
1727595871523,c8:a6:08:5a:bc:10,-78
1727595871523,c8:a6:08:9a:bb:81,-82
1727595871523,60:84:bd:de:7c:67,-60
1727595871523,c8:a6:08:9a:bb:84,-82
1727595871523,c8:a6:08:5a:bb:84,-87
1727595871523,c0:25:a2:a7:2e:2b,-55
1727595871523,c0:25:a2:a7:2e:2a,-56
1727595871523,c8:a6:08:5a:fd:84,-93
1727595871523,d0:40:ef:f9:f0:9d,-95
1727595871523,60:84:bd:de:7c:60,-64
1727595871523,c8:a6:08:5a:fd:80,-92
1727595871523,c8:a6:08:5a:fd:81,-92
1727595871523,c8:a6:08:9a:b7:01,-91
1727595871523,c8:a6:08:9b:16:24,-54
1727595871523,c8:a6:08:5b:15:50,-92
1727595871523,c8:a6:08:9a:b7:00,-90
1727595871523,c8:a6:08:5b:15:51,-90
1727595871523,c0:25:a2:a9:b1:4f,-49
1727595871523,c8:a6:08:5b:16:24,-62
1727595871523,c8:a6:08:9b:15:51,-80
1727595871523,c8:a6:08:9b:15:50,-80
1727595871523,c8:a6:08:9b:16:21,-53
1727595871523,c8:a6:08:5b:16:21,-61
1727595871523,c8:a6:08:9b:16:20,-53
1727595871523,c8:a6:08:5b:16:20,-61
1727595871523,c8:a6:08:9b:15:54,-80
1727595871523,c8:a6:08:9a:b7:04,-90
1727595871523,c0:25:a2:a7:2e:1a,-72
1727595871523,c8:a6:08:5a:bc:14,-78
1727595871530,c8:a6:08:9a:fe:71,-86
1727595871530,c8:a6:08:9a:fe:70,-86
1727595871530,c8:a6:08:9a:fe:74,-86
1727595871530,84:af:ec:86:f0:70,-83
1727595871530,c8:a6:08:9a:bb:c4,-83
1727595871530,c8:a6:08:9a:bb:c1,-83
1727595871530,c8:a6:08:9a:bb:c0,-83
1727595871530,c8:a6:08:5a:bb:c0,-83
1727595871530,c8:a6:08:9b:16:04,-63
1727595871530,c8:a6:08:5b:16:04,-66
1727595871531,c8:a6:08:9b:16:01,-61
1727595871531,c8:a6:08:5b:16:01,-66
1727595871531,c8:a6:08:9b:16:00,-61
1727595871531,c8:a6:08:5b:16:00,-66
1727595871531,80:ea:96:f2:cc:77,-88
1727595871531,c8:a6:08:9a:bc:10,-76
1727595871531,c8:a6:08:5a:bb:81,-86
1727595871531,c8:a6:08:9a:bc:11,-76
1727595871531,c8:a6:08:5a:bb:80,-85
1727595871531,c8:a6:08:9a:bc:14,-76
1727595871531,c8:a6:08:5a:bc:11,-78
1727595871531,c8:a6:08:9a:bb:80,-82
1727595871531,c8:a6:08:5a:bc:10,-78
1727595871531,c8:a6:08:9a:bb:81,-82
1727595871531,60:84:bd:de:7c:67,-60
1727595871531,c8:a6:08:9a:bb:84,-82
1727595871531,c8:a6:08:5a:bb:84,-87
1727595871531,c0:25:a2:a7:2e:2b,-55
1727595871531,c0:25:a2:a7:2e:2a,-56
1727595871531,c8:a6:08:5a:fd:84,-93
1727595871531,d0:40:ef:f9:f0:9d,-95
1727595871531,60:84:bd:de:7c:60,-64
1727595871531,c8:a6:08:5a:fd:80,-92
1727595871531,c8:a6:08:5a:fd:81,-92
1727595871531,c8:a6:08:9a:b7:01,-91
1727595871531,c8:a6:08:9b:16:24,-54
1727595871531,c8:a6:08:5b:15:50,-92
1727595871531,c8:a6:08:9a:b7:00,-90
1727595871531,c8:a6:08:5b:15:51,-90
1727595871531,c0:25:a2:a9:b1:4f,-49
1727595871531,c8:a6:08:5b:16:24,-62
1727595871531,c8:a6:08:9b:15:51,-80
1727595871531,c8:a6:08:9b:15:50,-80
1727595871531,c8:a6:08:9b:16:21,-53
1727595871531,c8:a6:08:5b:16:21,-61
1727595871531,c8:a6:08:9b:16:20,-53
1727595871531,c8:a6:08:5b:16:20,-61
1727595871531,c8:a6:08:9b:15:54,-80
1727595871531,c8:a6:08:9a:b7:04,-90
1727595871531,c0:25:a2:a7:2e:1a,-72
1727595871531,c8:a6:08:5a:bc:14,-78
1727595871545,c8:a6:08:9a:fe:71,-86
1727595871545,c8:a6:08:9a:fe:70,-86
1727595871545,c8:a6:08:9a:fe:74,-86
1727595871545,84:af:ec:86:f0:70,-83
1727595871545,c8:a6:08:9a:bb:c4,-83
1727595871545,c8:a6:08:9a:bb:c1,-83
1727595871545,c8:a6:08:9a:bb:c0,-83
1727595871545,c8:a6:08:5a:bb:c0,-83
1727595871545,c8:a6:08:9b:16:04,-63
1727595871545,c8:a6:08:5b:16:04,-66
1727595871545,c8:a6:08:9b:16:01,-61
1727595871545,c8:a6:08:5b:16:01,-66
1727595871545,c8:a6:08:9b:16:00,-61
1727595871545,c8:a6:08:5b:16:00,-66
1727595871545,80:ea:96:f2:cc:77,-88
1727595871545,c8:a6:08:9a:bc:10,-76
1727595871545,c8:a6:08:5a:bb:81,-86
1727595871545,c8:a6:08:9a:bc:11,-76
1727595871545,c8:a6:08:5a:bb:80,-85
1727595871545,c8:a6:08:9a:bc:14,-76
1727595871545,c8:a6:08:5a:bc:11,-78
1727595871545,c8:a6:08:9a:bb:80,-82
1727595871545,c8:a6:08:5a:bc:10,-78
1727595871545,c8:a6:08:9a:bb:81,-82
1727595871546,60:84:bd:de:7c:67,-60
1727595871546,c8:a6:08:9a:bb:84,-82
1727595871546,c8:a6:08:5a:bb:84,-87
1727595871546,c0:25:a2:a7:2e:2b,-55
1727595871546,c0:25:a2:a7:2e:2a,-56
1727595871546,c8:a6:08:5a:fd:84,-93
1727595871546,d0:40:ef:f9:f0:9d,-95
1727595871546,60:84:bd:de:7c:60,-64
1727595871546,c8:a6:08:5a:fd:80,-92
1727595871546,c8:a6:08:5a:fd:81,-92
1727595871546,c8:a6:08:9a:b7:01,-91
1727595871546,c8:a6:08:9b:16:24,-54
1727595871546,c8:a6:08:5b:15:50,-92
1727595871546,c8:a6:08:9a:b7:00,-90
1727595871546,c8:a6:08:5b:15:51,-90
1727595871546,c0:25:a2:a9:b1:4f,-49
1727595871546,c8:a6:08:5b:16:24,-62
1727595871546,c8:a6:08:9b:15:51,-80
1727595871546,c8:a6:08:9b:15:50,-80
1727595871546,c8:a6:08:9b:16:21,-53
1727595871546,c8:a6:08:5b:16:21,-61
1727595871546,c8:a6:08:9b:16:20,-53
1727595871546,c8:a6:08:5b:16:20,-61
1727595871546,c8:a6:08:9b:15:54,-80
1727595871546,c8:a6:08:9a:b7:04,-90
1727595871546,c0:25:a2:a7:2e:1a,-72
1727595871546,c8:a6:08:5a:bc:14,-78
1727595871553,c8:a6:08:9a:fe:71,-86
1727595871553,c8:a6:08:9a:fe:70,-86
1727595871553,c8:a6:08:9a:fe:74,-86
1727595871553,84:af:ec:86:f0:70,-83
1727595871553,c8:a6:08:9a:bb:c4,-83
1727595871553,c8:a6:08:9a:bb:c1,-83
1727595871553,c8:a6:08:9a:bb:c0,-83
1727595871553,c8:a6:08:5a:bb:c0,-83
1727595871553,c8:a6:08:9b:16:04,-63
1727595871553,c8:a6:08:5b:16:04,-66
1727595871553,c8:a6:08:9b:16:01,-61
1727595871553,c8:a6:08:5b:16:01,-66
1727595871553,c8:a6:08:9b:16:00,-61
1727595871553,c8:a6:08:5b:16:00,-66
1727595871553,80:ea:96:f2:cc:77,-88
1727595871553,c8:a6:08:9a:bc:10,-76
1727595871553,c8:a6:08:5a:bb:81,-86
1727595871553,c8:a6:08:9a:bc:11,-76
1727595871553,c8:a6:08:5a:bb:80,-85
1727595871553,c8:a6:08:9a:bc:14,-76
1727595871553,c8:a6:08:5a:bc:11,-78
1727595871553,c8:a6:08:9a:bb:80,-82
1727595871553,c8:a6:08:5a:bc:10,-78
1727595871553,c8:a6:08:9a:bb:81,-82
1727595871553,60:84:bd:de:7c:67,-60
1727595871553,c8:a6:08:9a:bb:84,-82
1727595871553,c8:a6:08:5a:bb:84,-87
1727595871554,c0:25:a2:a7:2e:2b,-55
1727595871554,c0:25:a2:a7:2e:2a,-56
1727595871554,c8:a6:08:5a:fd:84,-93
1727595871554,d0:40:ef:f9:f0:9d,-95
1727595871554,60:84:bd:de:7c:60,-64
1727595871554,c8:a6:08:5a:fd:80,-92
1727595871554,c8:a6:08:5a:fd:81,-92
1727595871554,c8:a6:08:9a:b7:01,-91
1727595871554,c8:a6:08:9b:16:24,-54
1727595871554,c8:a6:08:5b:15:50,-92
1727595871554,c8:a6:08:9a:b7:00,-90
1727595871554,c8:a6:08:5b:15:51,-90
1727595871554,c0:25:a2:a9:b1:4f,-49
1727595871554,c8:a6:08:5b:16:24,-62
1727595871554,c8:a6:08:9b:15:51,-80
1727595871554,c8:a6:08:9b:15:50,-80
1727595871554,c8:a6:08:9b:16:21,-53
1727595871554,c8:a6:08:5b:16:21,-61
1727595871554,c8:a6:08:9b:16:20,-53
1727595871554,c8:a6:08:5b:16:20,-61
1727595871554,c8:a6:08:9b:15:54,-80
1727595871554,c8:a6:08:9a:b7:04,-90
1727595871554,c0:25:a2:a7:2e:1a,-72
1727595871554,c8:a6:08:5a:bc:14,-78
1727595871569,c8:a6:08:9a:fe:71,-86
1727595871569,c8:a6:08:9a:fe:70,-86
1727595871569,c8:a6:08:9a:fe:74,-86
1727595871569,84:af:ec:86:f0:70,-83
1727595871569,c8:a6:08:9a:bb:c4,-83
1727595871569,c8:a6:08:9a:bb:c1,-83
1727595871569,c8:a6:08:9a:bb:c0,-83
1727595871569,c8:a6:08:5a:bb:c0,-83
1727595871569,c8:a6:08:9b:16:04,-63
1727595871569,c8:a6:08:5b:16:04,-66
1727595871569,c8:a6:08:9b:16:01,-61
1727595871569,c8:a6:08:5b:16:01,-66
1727595871569,c8:a6:08:9b:16:00,-61
1727595871569,c8:a6:08:5b:16:00,-66
1727595871569,80:ea:96:f2:cc:77,-88
1727595871569,c8:a6:08:9a:bc:10,-76
1727595871569,c8:a6:08:5a:bb:81,-86
1727595871569,c8:a6:08:9a:bc:11,-76
1727595871569,c8:a6:08:5a:bb:80,-85
1727595871569,c8:a6:08:9a:bc:14,-76
1727595871569,c8:a6:08:5a:bc:11,-78
1727595871569,c8:a6:08:9a:bb:80,-82
1727595871569,c8:a6:08:5a:bc:10,-78
1727595871569,c8:a6:08:9a:bb:81,-82
1727595871569,60:84:bd:de:7c:67,-60
1727595871569,c8:a6:08:9a:bb:84,-82
1727595871569,c8:a6:08:5a:bb:84,-87
1727595871569,c0:25:a2:a7:2e:2b,-55
1727595871569,c0:25:a2:a7:2e:2a,-56
1727595871569,c8:a6:08:5a:fd:84,-93
1727595871569,d0:40:ef:f9:f0:9d,-95
1727595871569,60:84:bd:de:7c:60,-64
1727595871569,c8:a6:08:5a:fd:80,-92
1727595871569,c8:a6:08:5a:fd:81,-92
1727595871569,c8:a6:08:9a:b7:01,-91
1727595871569,c8:a6:08:9b:16:24,-54
1727595871569,c8:a6:08:5b:15:50,-92
1727595871569,c8:a6:08:9a:b7:00,-90
1727595871569,c8:a6:08:5b:15:51,-90
1727595871569,c0:25:a2:a9:b1:4f,-49
1727595871569,c8:a6:08:5b:16:24,-62
1727595871569,c8:a6:08:9b:15:51,-80
1727595871569,c8:a6:08:9b:15:50,-80
1727595871569,c8:a6:08:9b:16:21,-53
1727595871569,c8:a6:08:5b:16:21,-61
1727595871569,c8:a6:08:9b:16:20,-53
1727595871569,c8:a6:08:5b:16:20,-61
1727595871569,c8:a6:08:9b:15:54,-80
1727595871569,c8:a6:08:9a:b7:04,-90
1727595871570,c0:25:a2:a7:2e:1a,-72
1727595871570,c8:a6:08:5a:bc:14,-78
1727595871577,c8:a6:08:9a:fe:71,-86
1727595871577,c8:a6:08:9a:fe:70,-86
1727595871577,c8:a6:08:9a:fe:74,-86
1727595871577,84:af:ec:86:f0:70,-83
1727595871577,c8:a6:08:9a:bb:c4,-83
1727595871577,c8:a6:08:9a:bb:c1,-83
1727595871577,c8:a6:08:9a:bb:c0,-83
1727595871577,c8:a6:08:5a:bb:c0,-83
1727595871577,c8:a6:08:9b:16:04,-63
1727595871577,c8:a6:08:5b:16:04,-66
1727595871577,c8:a6:08:9b:16:01,-61
1727595871577,c8:a6:08:5b:16:01,-66
1727595871577,c8:a6:08:9b:16:00,-61
1727595871577,c8:a6:08:5b:16:00,-66
1727595871577,80:ea:96:f2:cc:77,-88
1727595871577,c8:a6:08:9a:bc:10,-76
1727595871577,c8:a6:08:5a:bb:81,-86
1727595871577,c8:a6:08:9a:bc:11,-76
1727595871577,c8:a6:08:5a:bb:80,-85
1727595871577,c8:a6:08:9a:bc:14,-76
1727595871577,c8:a6:08:5a:bc:11,-78
1727595871577,c8:a6:08:9a:bb:80,-82
1727595871577,c8:a6:08:5a:bc:10,-78
1727595871577,c8:a6:08:9a:bb:81,-82
1727595871577,60:84:bd:de:7c:67,-60
1727595871577,c8:a6:08:9a:bb:84,-82
1727595871577,c8:a6:08:5a:bb:84,-87
1727595871577,c0:25:a2:a7:2e:2b,-55
1727595871577,c0:25:a2:a7:2e:2a,-56
1727595871577,c8:a6:08:5a:fd:84,-93
1727595871578,d0:40:ef:f9:f0:9d,-95
1727595871578,60:84:bd:de:7c:60,-64
1727595871578,c8:a6:08:5a:fd:80,-92
1727595871578,c8:a6:08:5a:fd:81,-92
1727595871578,c8:a6:08:9a:b7:01,-91
1727595871578,c8:a6:08:9b:16:24,-54
1727595871578,c8:a6:08:5b:15:50,-92
1727595871578,c8:a6:08:9a:b7:00,-90
1727595871578,c8:a6:08:5b:15:51,-90
1727595871578,c0:25:a2:a9:b1:4f,-49
1727595871578,c8:a6:08:5b:16:24,-62
1727595871578,c8:a6:08:9b:15:51,-80
1727595871578,c8:a6:08:9b:15:50,-80
1727595871578,c8:a6:08:9b:16:21,-53
1727595871578,c8:a6:08:5b:16:21,-61
1727595871578,c8:a6:08:9b:16:20,-53
1727595871578,c8:a6:08:5b:16:20,-61
1727595871578,c8:a6:08:9b:15:54,-80
1727595871578,c8:a6:08:9a:b7:04,-90
1727595871578,c0:25:a2:a7:2e:1a,-72
1727595871578,c8:a6:08:5a:bc:14,-78
1727595871593,c8:a6:08:9a:fe:71,-86
1727595871593,c8:a6:08:9a:fe:70,-86
1727595871593,c8:a6:08:9a:fe:74,-86
1727595871593,84:af:ec:86:f0:70,-83
1727595871593,c8:a6:08:9a:bb:c4,-83
1727595871593,c8:a6:08:9a:bb:c1,-83
1727595871593,c8:a6:08:9a:bb:c0,-83
1727595871593,c8:a6:08:5a:bb:c0,-83
1727595871593,c8:a6:08:9b:16:04,-63
1727595871593,c8:a6:08:5b:16:04,-66
1727595871593,c8:a6:08:9b:16:01,-61
1727595871593,c8:a6:08:5b:16:01,-66
1727595871593,c8:a6:08:9b:16:00,-61
1727595871593,c8:a6:08:5b:16:00,-66
1727595871593,80:ea:96:f2:cc:77,-88
1727595871593,c8:a6:08:9a:bc:10,-76
1727595871593,c8:a6:08:5a:bb:81,-86
1727595871594,c8:a6:08:9a:bc:11,-76
1727595871594,c8:a6:08:5a:bb:80,-85
1727595871594,c8:a6:08:9a:bc:14,-76
1727595871594,c8:a6:08:5a:bc:11,-78
1727595871594,c8:a6:08:9a:bb:80,-82
1727595871594,c8:a6:08:5a:bc:10,-78
1727595871594,c8:a6:08:9a:bb:81,-82
1727595871594,60:84:bd:de:7c:67,-60
1727595871594,c8:a6:08:9a:bb:84,-82
1727595871594,c8:a6:08:5a:bb:84,-87
1727595871594,c0:25:a2:a7:2e:2b,-55
1727595871594,c0:25:a2:a7:2e:2a,-56
1727595871594,c8:a6:08:5a:fd:84,-93
1727595871594,d0:40:ef:f9:f0:9d,-95
1727595871594,60:84:bd:de:7c:60,-64
1727595871594,c8:a6:08:5a:fd:80,-92
1727595871594,c8:a6:08:5a:fd:81,-92
1727595871594,c8:a6:08:9a:b7:01,-91
1727595871594,c8:a6:08:9b:16:24,-54
1727595871594,c8:a6:08:5b:15:50,-92
1727595871594,c8:a6:08:9a:b7:00,-90
1727595871594,c8:a6:08:5b:15:51,-90
1727595871594,c0:25:a2:a9:b1:4f,-49
1727595871594,c8:a6:08:5b:16:24,-62
1727595871594,c8:a6:08:9b:15:51,-80
1727595871594,c8:a6:08:9b:15:50,-80
1727595871594,c8:a6:08:9b:16:21,-53
1727595871594,c8:a6:08:5b:16:21,-61
1727595871594,c8:a6:08:9b:16:20,-53
1727595871594,c8:a6:08:5b:16:20,-61
1727595871594,c8:a6:08:9b:15:54,-80
1727595871594,c8:a6:08:9a:b7:04,-90
1727595871594,c0:25:a2:a7:2e:1a,-72
1727595871594,c8:a6:08:5a:bc:14,-78
1727595871602,c8:a6:08:9a:fe:71,-86
1727595871602,c8:a6:08:9a:fe:70,-86
1727595871602,c8:a6:08:9a:fe:74,-86
1727595871602,84:af:ec:86:f0:70,-83
1727595871602,c8:a6:08:9a:bb:c4,-83
1727595871602,c8:a6:08:9a:bb:c1,-83
1727595871602,c8:a6:08:9a:bb:c0,-83
1727595871602,c8:a6:08:5a:bb:c0,-83
1727595871602,c8:a6:08:9b:16:04,-63
1727595871602,c8:a6:08:5b:16:04,-66
1727595871602,c8:a6:08:9b:16:01,-61
1727595871603,c8:a6:08:5b:16:01,-66
1727595871603,c8:a6:08:9b:16:00,-61
1727595871603,c8:a6:08:5b:16:00,-66
1727595871603,80:ea:96:f2:cc:77,-88
1727595871603,c8:a6:08:9a:bc:10,-76
1727595871603,c8:a6:08:5a:bb:81,-86
1727595871603,c8:a6:08:9a:bc:11,-76
1727595871603,c8:a6:08:5a:bb:80,-85
1727595871603,c8:a6:08:9a:bc:14,-76
1727595871603,c8:a6:08:5a:bc:11,-78
1727595871603,c8:a6:08:9a:bb:80,-82
1727595871603,c8:a6:08:5a:bc:10,-78
1727595871603,c8:a6:08:9a:bb:81,-82
1727595871603,60:84:bd:de:7c:67,-60
1727595871603,c8:a6:08:9a:bb:84,-82
1727595871603,c8:a6:08:5a:bb:84,-87
1727595871603,c0:25:a2:a7:2e:2b,-55
1727595871603,c0:25:a2:a7:2e:2a,-56
1727595871603,c8:a6:08:5a:fd:84,-93
1727595871603,d0:40:ef:f9:f0:9d,-95
1727595871603,60:84:bd:de:7c:60,-64
1727595871603,c8:a6:08:5a:fd:80,-92
1727595871603,c8:a6:08:5a:fd:81,-92
1727595871603,c8:a6:08:9a:b7:01,-91
1727595871603,c8:a6:08:9b:16:24,-54
1727595871603,c8:a6:08:5b:15:50,-92
1727595871603,c8:a6:08:9a:b7:00,-90
1727595871603,c8:a6:08:5b:15:51,-90
1727595871603,c0:25:a2:a9:b1:4f,-49
1727595871603,c8:a6:08:5b:16:24,-62
1727595871603,c8:a6:08:9b:15:51,-80
1727595871603,c8:a6:08:9b:15:50,-80
1727595871603,c8:a6:08:9b:16:21,-53
1727595871603,c8:a6:08:5b:16:21,-61
1727595871603,c8:a6:08:9b:16:20,-53
1727595871603,c8:a6:08:5b:16:20,-61
1727595871603,c8:a6:08:9b:15:54,-80
1727595871603,c8:a6:08:9a:b7:04,-90
1727595871603,c0:25:a2:a7:2e:1a,-72
1727595871603,c8:a6:08:5a:bc:14,-78
1727595871620,c8:a6:08:9a:fe:71,-86
1727595871620,c8:a6:08:9a:fe:70,-86
1727595871620,c8:a6:08:9a:fe:74,-86
1727595871620,84:af:ec:86:f0:70,-83
1727595871620,c8:a6:08:9a:bb:c4,-83
1727595871620,c8:a6:08:9a:bb:c1,-83
1727595871620,c8:a6:08:9a:bb:c0,-83
1727595871620,c8:a6:08:5a:bb:c0,-83
1727595871620,c8:a6:08:9b:16:04,-63
1727595871620,c8:a6:08:5b:16:04,-66
1727595871620,c8:a6:08:9b:16:01,-61
1727595871620,c8:a6:08:5b:16:01,-66
1727595871620,c8:a6:08:9b:16:00,-61
1727595871620,c8:a6:08:5b:16:00,-66
1727595871620,80:ea:96:f2:cc:77,-88
1727595871620,c8:a6:08:9a:bc:10,-76
1727595871620,c8:a6:08:5a:bb:81,-86
1727595871620,c8:a6:08:9a:bc:11,-76
1727595871620,c8:a6:08:5a:bb:80,-85
1727595871620,c8:a6:08:9a:bc:14,-76
1727595871620,c8:a6:08:5a:bc:11,-78
1727595871620,c8:a6:08:9a:bb:80,-82
1727595871620,c8:a6:08:5a:bc:10,-78
1727595871620,c8:a6:08:9a:bb:81,-82
1727595871620,60:84:bd:de:7c:67,-60
1727595871621,c8:a6:08:9a:bb:84,-82
1727595871621,c8:a6:08:5a:bb:84,-87
1727595871621,c0:25:a2:a7:2e:2b,-55
1727595871621,c0:25:a2:a7:2e:2a,-56
1727595871621,c8:a6:08:5a:fd:84,-93
1727595871621,d0:40:ef:f9:f0:9d,-95
1727595871621,60:84:bd:de:7c:60,-64
1727595871621,c8:a6:08:5a:fd:80,-92
1727595871621,c8:a6:08:5a:fd:81,-92
1727595871621,c8:a6:08:9a:b7:01,-91
1727595871621,c8:a6:08:9b:16:24,-54
1727595871621,c8:a6:08:5b:15:50,-92
1727595871621,c8:a6:08:9a:b7:00,-90
1727595871621,c8:a6:08:5b:15:51,-90
1727595871621,c0:25:a2:a9:b1:4f,-49
1727595871621,c8:a6:08:5b:16:24,-62
1727595871621,c8:a6:08:9b:15:51,-80
1727595871621,c8:a6:08:9b:15:50,-80
1727595871621,c8:a6:08:9b:16:21,-53
1727595871621,c8:a6:08:5b:16:21,-61
1727595871621,c8:a6:08:9b:16:20,-53
1727595871621,c8:a6:08:5b:16:20,-61
1727595871621,c8:a6:08:9b:15:54,-80
1727595871621,c8:a6:08:9a:b7:04,-90
1727595871621,c0:25:a2:a7:2e:1a,-72
1727595871621,c8:a6:08:5a:bc:14,-78
1727595871630,c8:a6:08:9a:fe:71,-86
1727595871630,c8:a6:08:9a:fe:70,-86
1727595871630,c8:a6:08:9a:fe:74,-86
1727595871630,84:af:ec:86:f0:70,-83
1727595871630,c8:a6:08:9a:bb:c4,-83
1727595871630,c8:a6:08:9a:bb:c1,-83
1727595871630,c8:a6:08:9a:bb:c0,-83
1727595871630,c8:a6:08:5a:bb:c0,-83
1727595871630,c8:a6:08:9b:16:04,-63
1727595871630,c8:a6:08:5b:16:04,-66
1727595871630,c8:a6:08:9b:16:01,-61
1727595871630,c8:a6:08:5b:16:01,-66
1727595871630,c8:a6:08:9b:16:00,-61
1727595871630,c8:a6:08:5b:16:00,-66
1727595871630,80:ea:96:f2:cc:77,-88
1727595871630,c8:a6:08:9a:bc:10,-76
1727595871630,c8:a6:08:5a:bb:81,-86
1727595871630,c8:a6:08:9a:bc:11,-76
1727595871630,c8:a6:08:5a:bb:80,-85
1727595871630,c8:a6:08:9a:bc:14,-76
1727595871630,c8:a6:08:5a:bc:11,-78
1727595871630,c8:a6:08:9a:bb:80,-82
1727595871630,c8:a6:08:5a:bc:10,-78
1727595871630,c8:a6:08:9a:bb:81,-82
1727595871630,60:84:bd:de:7c:67,-60
1727595871630,c8:a6:08:9a:bb:84,-82
1727595871630,c8:a6:08:5a:bb:84,-87
1727595871630,c0:25:a2:a7:2e:2b,-55
1727595871630,c0:25:a2:a7:2e:2a,-56
1727595871630,c8:a6:08:5a:fd:84,-93
1727595871630,d0:40:ef:f9:f0:9d,-95
1727595871630,60:84:bd:de:7c:60,-64
1727595871630,c8:a6:08:5a:fd:80,-92
1727595871630,c8:a6:08:5a:fd:81,-92
1727595871631,c8:a6:08:9a:b7:01,-91
1727595871631,c8:a6:08:9b:16:24,-54
1727595871631,c8:a6:08:5b:15:50,-92
1727595871631,c8:a6:08:9a:b7:00,-90
1727595871631,c8:a6:08:5b:15:51,-90
1727595871631,c0:25:a2:a9:b1:4f,-49
1727595871631,c8:a6:08:5b:16:24,-62
1727595871631,c8:a6:08:9b:15:51,-80
1727595871631,c8:a6:08:9b:15:50,-80
1727595871631,c8:a6:08:9b:16:21,-53
1727595871631,c8:a6:08:5b:16:21,-61
1727595871631,c8:a6:08:9b:16:20,-53
1727595871631,c8:a6:08:5b:16:20,-61
1727595871631,c8:a6:08:9b:15:54,-80
1727595871631,c8:a6:08:9a:b7:04,-90
1727595871631,c0:25:a2:a7:2e:1a,-72
1727595871631,c8:a6:08:5a:bc:14,-78
1727595871643,c8:a6:08:9a:fe:71,-86
1727595871643,c8:a6:08:9a:fe:70,-86
1727595871643,c8:a6:08:9a:fe:74,-86
1727595871643,84:af:ec:86:f0:70,-83
1727595871643,c8:a6:08:9a:bb:c4,-83
1727595871643,c8:a6:08:9a:bb:c1,-83
1727595871643,c8:a6:08:9a:bb:c0,-83
1727595871643,c8:a6:08:5a:bb:c0,-83
1727595871643,c8:a6:08:9b:16:04,-63
